USD, INR, 100.0, 8558.0
EUR, INR, 10.0, 940.9000000000001
QAR, INR, 25.0, 587.75
USD, INR, 450.0, 38511.0
USD, INR, 25.0, 2139.5
CAD, INR, 1.0, 60.1
USD, INR, 60.0, 5134.8
USD, INR, 250.0, 21395.0
INR, USD, 25000.0, 292.5
INR, QAR, 200.0, 8.5
